filename,features,resulted_in_deaths
911_first6sec/call_35_0.wav,"[-3.4388947e+02  1.5497581e+02 -5.4248283e+01 -2.3352634e+01
 -1.1645948e+00 -3.0478851e+01 -2.6062201e+01 -1.6853111e+01
 -2.7186630e+01 -1.3776643e+01 -9.6195612e+00 -1.2927981e+01
 -7.0490127e+00 -6.6608281e+00 -9.8085814e+00 -3.3886645e+00
 -5.1277323e+00 -7.6818638e+00 -1.6038389e+00 -2.4950553e-01
 -6.7930765e+00 -4.5058751e+00 -1.0352852e-01 -1.5398389e+00
 -4.5544271e+00]",1
911_first6sec/call_36_0.wav,"[-3.8525327e+02  1.8738911e+02 -6.9423279e+01 -3.6570138e-01
  2.6110369e+01 -4.0347015e+01 -1.0446210e+01  1.3614347e+00
 -2.2875546e+01  1.3933547e+00  2.5230060e+00 -9.9250708e+00
  8.6638908e+00  2.7991161e+00 -6.6489158e+00  6.4807558e+00
  1.0695942e-01 -3.6667993e+00  6.5330420e+00 -4.9253735e-01
 -2.9557943e+00  3.4644909e+00 -1.0776050e+00 -3.8111988e-01
  1.9568588e+00]",1
911_first6sec/call_37_0.wav,"[-348.7595     191.42792    -53.02441      4.848387    12.228078
  -25.858082    -5.610484    -8.19799    -24.794254     3.0612438
   -4.548839    -7.9141264    4.4391565   -3.6651669   -5.3573284
    6.288234    -3.1652818   -1.4961649    4.1181064   -1.019143
   -1.0366786    1.9492371    0.8345874    3.1320066   -2.177178 ]",1
911_first6sec/call_38_0.wav,"[-2.90161194e+02  1.20343437e+02 -9.99459152e+01  2.44455566e+01
 -4.05962372e+00 -1.17049465e+01 -7.18757486e+00 -4.08544588e+00
 -1.02106504e+01  1.88852096e+00 -6.13122368e+00  9.00129080e-01
  3.53787088e+00  2.97112870e+00 -3.23147368e+00  5.35294199e+00
 -1.65889299e+00  3.33774328e+00 -2.82570153e-01 -2.53972149e+00
 -5.17586184e+00  1.71499208e-01 -4.56331015e+00  1.21839929e+00
 -4.29127550e+00]",1
911_first6sec/call_42_0.wav,"[-443.96475     155.08849     -42.98337      -1.909692     13.955612
  -32.565628    -11.258143     -5.6936316   -21.530985     -2.4660273
   -5.3982444   -13.827959      4.4208784     0.6050594    -6.9867134
    2.5988958    -3.11857      -4.757023      3.5159292    -3.4966826
   -4.0662813     2.9867454    -0.96250784    0.52261347    3.1265187 ]",0
911_first6sec/call_43_0.wav,"[-3.6285754e+02  1.1114716e+02 -9.5067505e+01 -3.3178734e+01
 -4.2929043e+01 -3.7517693e+01 -4.5728096e+01 -1.3305189e+01
 -1.7124220e+01 -1.8735975e+01 -2.1806112e+01 -6.5441723e+00
  3.7769184e+00 -9.4925188e-02 -1.2823216e+00 -3.0663502e+00
  8.9168692e-01  2.7630043e+00  2.3940458e+00 -1.8792990e+00
 -1.0951096e+00  3.2698269e+00  3.4499577e-01 -1.5453825e+00
  1.1003988e+00]",1
911_first6sec/call_46_0.wav,"[-4.2158990e+02  1.5068770e+02 -3.7801174e+01 -1.5371830e+01
  1.9172285e+01 -2.2463362e+01 -1.9022837e+01  2.9346285e+00
 -1.5187836e+01 -1.3255347e+01  1.9761205e-01 -7.8917947e+00
 -9.4242134e+00 -1.7552414e+00 -6.3917918e+00 -7.1787515e+00
 -3.5748332e+00 -6.0188951e+00 -4.7888188e+00 -1.3908123e+00
 -5.3949914e+00 -5.1726036e+00 -1.5669123e+00 -4.1819229e+00
 -5.2156334e+00]",0
911_first6sec/call_46_1.wav,"[-3.9626935e+02  1.5640242e+02 -4.2166677e+00 -1.2890404e+01
  8.5631371e+00 -1.5742680e+01 -2.1129211e+01 -9.1809397e+00
 -1.6272968e+01 -9.2555742e+00  3.7423840e-01 -7.1737027e+00
 -1.1111627e+01 -3.2123716e+00 -3.5892618e+00 -7.3027439e+00
 -6.2996559e+00 -4.7301860e+00 -4.4995766e+00 -3.8291702e+00
 -4.0709038e+00 -2.7141387e+00 -2.5230000e+00 -4.0447955e+00
 -3.8828588e+00]",0
911_first6sec/call_46_2.wav,"[-466.9977     137.41205      9.139015     4.375371    14.650749
  -15.671538   -26.775532   -17.62732    -21.985184   -13.459219
   -8.010369   -11.024978    -5.6597204    1.8264533   -2.569192
   -1.9899151    1.4321393   -1.5402775   -4.959078    -3.929154
   -6.5155654   -7.101922    -4.1897583   -3.2095597   -2.9136877]",0
911_first6sec/call_46_3.wav,"[-488.57825     96.84024     -5.764505    -4.280043    12.661928
   -5.7798758   -9.254402    -1.1948748   -7.762934    -7.5238557
   -2.4320145   -4.7977986   -6.435827    -3.1650257   -2.7830763
   -3.5470726   -4.082039    -3.213392    -1.684169    -2.4364097
   -3.6840665   -1.616589    -1.0579866   -2.2783716   -1.3570986]",0
911_first6sec/call_46_4.wav,"[-484.7133     159.41808    -21.502596     4.642166    28.079933
  -16.585775    -8.378303     5.292204   -13.566307    -7.211637
   -1.3495717  -12.44716     -6.1484847   -2.1657796   -9.837559
   -4.786219    -2.3809884   -7.4333825   -3.291685    -2.3094428
   -6.191054    -2.8445177   -2.3878248   -4.9889355   -2.1368332]",0
911_first6sec/call_46_5.wav,"[-365.1517     178.55339    -26.719555   -31.556547     7.4325604
  -12.696429   -15.1928005   -2.7803504  -17.48579    -12.14748
   -1.1245946   -8.705194   -11.065766    -2.860719    -6.021737
   -7.549965    -4.2057424   -5.6386595   -7.0127425   -3.8589334
   -6.461195    -6.8536263   -3.6340306   -3.651702    -4.7569237]",0
911_first6sec/call_47_0.wav,"[-3.2633893e+02  1.9816876e+02 -1.1752180e+02  7.0841283e-01
  8.3033648e+00 -5.8486534e+01 -2.6902356e+00 -2.3171366e+01
 -3.8730339e+01  3.9776163e+00 -2.0293179e+01 -2.0067410e+01
  4.3637214e+00 -1.6750900e+01 -7.3871551e+00 -1.2793693e-01
 -1.8781561e+01 -4.3188114e+00 -4.0038667e+00 -1.4866170e+01
 -8.6171782e-01 -6.4173713e+00 -9.0843687e+00  3.1870759e+00
 -6.9471149e+00]",1
911_first6sec/call_48_0.wav,"[-411.2789     171.08002    -58.875454     5.2845755   14.969535
  -35.370953    -2.4652805   -7.4485774  -23.271591     1.8622538
   -7.4380665  -12.693777     3.5829964   -4.1586523   -3.2399952
    3.9546123   -4.026629    -1.2855127    1.0195539   -4.340688
   -1.8269709   -2.4794543   -4.1482773   -1.8826412   -2.881261 ]",0
911_first6sec/call_49_0.wav,"[-323.01996    130.48691    -86.586784   -14.07975    -24.604942
  -34.330235   -34.168186   -24.60249    -24.38295    -18.404016
  -11.712588   -11.314664    -8.809735    -6.0668902  -10.146524
  -10.342172    -6.606342    -6.626697    -4.1281667   -2.4530454
   -2.377396     3.0598326    7.401349     8.496527     7.631184 ]",0
911_first6sec/call_50_0.wav,"[-385.60184    131.13245    -36.510353     1.1985378    2.3233342
  -28.872627   -10.151846    -8.807984   -14.531557     2.8189068
   -6.3196073   -7.5470567    7.787214    -0.5349512   -6.032764
    6.794019     3.6961942   -2.9856803    2.313606     4.755659
   -2.4355822   -2.7316356    2.8649619    0.6125731   -4.299942 ]",0
911_first6sec/call_52_0.wav,"[-3.8605078e+02  1.7291904e+02 -5.8718231e+01 -6.5830307e+00
  4.2608895e+00 -3.2951805e+01 -1.2009349e+00 -1.0844515e+01
 -2.1208519e+01  2.5141518e+00 -1.0190537e+01 -1.1425797e+01
  3.3753409e+00 -6.2303920e+00 -1.2305678e+00  7.1674905e+00
  1.8765252e+00  8.7657938e+00  8.9619522e+00  7.6432163e-01
  1.6658390e+00 -6.4118564e-01 -1.2466687e+00  1.4805910e-01
 -4.6392312e+00]",1
911_first6sec/call_53_0.wav,"[-348.6399      127.06234     -30.839405     -8.317842      3.6817033
  -20.608019    -19.084106     -0.3740593   -17.219217    -11.345102
   -0.56101584  -15.978484     -9.553511     -2.9600532   -13.326566
   -5.6139393    -3.3215792    -7.9380746    -3.804908      4.5517116
   -8.082371      5.744733      0.4815        1.8125261     0.6991619 ]",1
911_first6sec/call_54_0.wav,"[-498.92316     193.02498     -77.806496      6.3878465    37.731064
  -27.04429       7.007498     13.753076    -10.991211     10.33714
    4.8230553    -2.1032588    13.231664      2.995387     10.767552
   22.412436     -2.5623243     0.5233429    14.028746     -3.472164
    1.8513325    11.320178     -4.1296725    -0.50234693    5.6080437 ]",0
911_first6sec/call_56_0.wav,"[-436.90567    189.66632    -55.339584    -6.7466254   14.381375
  -39.836506   -12.656873    -4.1633897  -20.283339     3.6715963
   -2.581742   -13.113626    10.342649     1.2381834  -11.703017
    5.39594      0.7435722   -7.9365425    1.7058105   -2.6678305
   -8.185754    -3.3441844   -4.1744013   -3.6754403   -3.5022395]",1
911_first6sec/call_57_0.wav,"[-5.6228656e+02  6.3652481e+01  3.4683056e+00 -1.2880150e+00
  8.7438736e+00 -1.7668086e+00 -1.9931009e+01 -4.6595225e+00
 -1.2185520e+01 -1.3228412e+01 -2.5470984e+00 -4.6792321e+00
 -1.9289123e+00 -1.6053302e+00 -3.2284062e+00  3.3141534e+00
 -3.4503448e+00 -3.4251966e+00  5.1485986e-01  1.0014898e+00
 -6.2387834e+00  2.0462778e+00  7.8569955e-01 -1.8334057e+00
  2.1306272e-01]",1
911_first6sec/call_58_0.wav,"[-401.81165     184.5882     -130.12643     -14.62807      34.719593
  -55.027443    -10.662689     16.417189    -22.639906      2.0872965
    6.294432    -16.774313      3.9629812     0.40955585  -14.06569
    4.4398227    -2.953698    -13.295106      3.2633698    -5.3079586
  -13.708328      2.313459     -1.6251119    -7.876709      1.7229283 ]",1
911_first6sec/call_59_0.wav,"[-3.0610629e+02  2.1425012e+02 -3.3144386e+01  1.4273004e+01
  1.4360827e+01  1.4282414e+00  3.9292502e+00 -6.1737533e+00
 -1.2896595e+01 -9.4321613e+00 -1.0061768e+01  1.9826198e+00
 -1.0854936e+01 -1.8231164e+00 -1.5149055e+00 -4.0618877e+00
  8.9563781e-01 -2.1481864e+00 -6.0525355e+00  7.1572676e+00
 -6.7177882e+00 -4.4354672e+00  2.3236567e-01 -2.4219444e-01
 -3.6731687e-01]",1
911_first6sec/call_60_0.wav,"[-385.8894      197.78714     -89.69758     -13.023941     21.263988
  -43.92682      -5.987292      4.6246934   -25.975153      0.78932506
    2.7599885   -13.753628      4.23203       1.2972747    -5.927758
    6.4488325     1.7135087     3.0944986    11.821742      1.0315607
    1.7423782     8.895448      1.3596233     3.319015      4.600318  ]",0
911_first6sec/call_61_0.wav,"[-3.9760452e+02  1.5464583e+02 -7.5761078e+01 -8.8294764e+00
  2.5123379e+01 -2.9141386e+01 -1.5473542e+01 -8.4325428e+00
 -1.7845327e+01  4.5749803e+00 -3.2480850e+00 -1.2785528e+01
  8.7007523e+00  1.2303159e+00 -9.1720200e+00  5.0832710e+00
 -3.8586724e-01 -6.5643334e+00  4.2679820e+00  2.4828036e+00
 -2.7557051e+00  1.9778389e-01  1.1159737e+00  2.3718162e-01
 -3.6046884e+00]",1
911_first6sec/call_62_0.wav,"[-3.9188519e+02  1.6646410e+02 -7.2088966e+01  1.2222680e+00
 -1.1053306e+01 -2.1736856e+01 -2.3199753e+01 -7.1548085e+00
 -2.6115601e+01 -4.9096379e+00  3.7958033e-02 -1.4703792e+01
  1.1455045e+00 -4.0368276e+00 -3.1271143e+00 -2.4552977e+00
  9.9452823e-01 -3.7967896e+00  5.5383735e+00 -7.6017544e-02
 -5.6954422e+00  1.7653937e+00 -2.2679558e+00 -1.2458150e+00
 -2.6185961e+00]",1
911_first6sec/call_63_0.wav,"[-446.15363      97.08529     -21.704674    -11.285372     -1.2098031
  -18.047976    -22.868883    -10.361941    -18.480488     -3.2681658
   -2.924608     -6.4323745    -9.119426      4.273418     -3.8043525
   -4.497925     -4.7163997     1.0198117    -6.2377534    -4.2046194
   -5.3940887     0.67591316   -3.7453382    -1.2838138    -3.7993548 ]",1
911_first6sec/call_64_0.wav,"[-4.05741882e+02  1.61639908e+02 -6.08269997e+01 -2.89839439e+01
  3.77980614e+01 -4.40347481e+01  2.44679675e-01 -2.55755448e+00
 -2.44820423e+01  1.53638372e+01 -1.15279255e+01  5.52035952e+00
 -1.18512785e+00  3.10340190e+00 -2.13009605e+01  1.22712212e+01
 -1.92396331e+00 -5.01041079e+00 -3.17772418e-01  3.89815331e+00
 -1.84207630e+00  6.57475710e-01 -5.34526467e-01 -8.11460614e-01
 -5.73434591e+00]",1
911_first6sec/call_65_0.wav,"[-3.92930664e+02  1.66486298e+02 -1.00518745e+02 -6.07784605e+00
  1.42677565e+01 -5.34054108e+01 -4.84630203e+00 -6.79048836e-01
 -2.87724609e+01  5.38113403e+00 -2.19702435e+00 -1.89281158e+01
  4.48412991e+00 -6.37645102e+00 -1.51788387e+01 -6.45748526e-03
 -1.08771496e+01 -1.21987705e+01 -6.79116607e-01 -7.22289467e+00
 -1.42570782e+00  4.76857424e+00 -5.29080153e+00 -2.22288418e+00
 -3.06862980e-01]",0
911_first6sec/call_66_0.wav,"[-364.56372     200.42159     -63.72571      -5.850801     23.424276
  -38.614586    -13.64938      -0.9742209   -19.653955      3.3889856
    2.0460234   -12.220935      2.8033996    -2.8436565   -11.752936
   -1.5827351    -5.3504214    -4.0892596     2.8810523    -6.8562164
   -4.3227177     4.9020543    -0.56592834    2.1516104     6.627712  ]",1
911_first6sec/call_67_0.wav,"[-433.3299      106.79565     -30.146889    -10.624358    -14.905073
  -11.710821    -39.706463     -6.5880775   -30.237926    -19.869358
   -7.9699473   -17.667112     -9.735639     -9.50985      -9.218858
  -12.742421     -4.5536623   -14.421019     -3.480018     -8.104506
   -6.9988365    -0.6898651     0.81910396    4.9389367     1.5552164 ]",0
911_first6sec/call_68_0.wav,"[-3.5851843e+02  1.5548799e+02 -9.8552376e+01  1.0515060e+01
  1.6209803e+01 -3.5998344e+01 -1.8050513e+00 -6.1573448e+00
 -1.2716128e+01  1.6813878e+00 -3.5512063e-01 -4.5803022e+00
 -3.9625812e+00  1.9714971e+00 -4.7217357e-01 -3.2229552e+00
 -3.6789030e-01 -2.1059203e+00  4.1881289e+00  4.3838820e-01
 -6.9600296e+00  2.1867964e+00 -9.6896678e-01 -3.3099761e+00
  2.5497477e+00]",0
911_first6sec/call_69_0.wav,"[-505.2438     118.13728    -37.592712     8.248232     7.58167
  -14.294778    -8.012991    -9.3516      -8.67826     -7.426393
   -7.4830728   -9.404141    -6.073479    -3.8710058   -7.1160913
   -5.007884    -1.5630617   -2.9822695   -3.6715486   -2.6106145
   -3.8983126   -3.984168    -3.148568    -2.363783    -2.0716457]",1
911_first6sec/call_70_0.wav,"[-3.90302277e+02  1.65574921e+02 -3.88027534e+01  8.95393753e+00
 -1.50495090e+01 -1.02090979e+01 -1.41597805e+01 -1.12702618e+01
 -9.18331146e+00 -1.39281197e+01  3.63388956e-01 -3.56734848e+00
  1.91065781e-02 -2.58171105e+00 -6.04676771e+00 -2.66778255e+00
 -2.04028082e+00 -3.04478049e+00 -8.04442108e-01  1.10827066e-01
 -2.60863209e+00  1.37601185e+00  1.22892702e+00  1.10888278e+00
  7.25298584e-01]",1
911_first6sec/call_71_0.wav,"[-4.5517163e+02  2.0229460e+02 -7.2050415e+01 -2.6290121e+01
  4.3830814e+01 -3.6068928e+01 -4.7872131e+01  8.0213299e+00
 -1.2271688e+01 -2.9579359e+01  4.9315076e+00  1.4927163e+00
 -1.8563694e+01 -2.7039378e+00 -2.2422205e-01 -1.4408689e+01
 -6.0382538e+00 -1.4212309e+00 -9.9275036e+00 -4.4423809e+00
 -1.2390878e+00 -8.3533764e+00 -3.4593711e+00 -2.4277851e-01
 -9.0613060e+00]",1
911_first6sec/call_72_0.wav,"[-344.32864    175.11337    -42.842648    -2.9007614    6.4947457
   -8.566359    -6.829936    -5.110595    -7.7117457   -3.5555654
    3.5403428   -1.1601512   -0.6356314   -1.3905687   -5.4122257
    0.690001     1.5530052   -6.7467055   -1.6459659    1.3726227
   -6.306337    -0.9158989    1.1845411   -1.9845268    0.455752 ]",0
911_first6sec/call_73_0.wav,"[-3.0964578e+02  1.9376541e+02 -7.9981651e+01 -2.4014111e+01
  1.2513723e+01 -4.7341877e+01 -2.6162422e+01 -1.6221828e+01
 -3.5724125e+01 -1.0269169e+01 -1.0854855e+01 -2.4988512e+01
 -2.7923179e+00 -6.8830795e+00 -1.9552488e+01 -2.7950406e-01
 -2.0907316e+00 -1.3177370e+01  6.4305848e-01  7.4926865e-01
 -9.5867739e+00 -2.9793227e+00  4.3819064e-01 -3.6875310e+00
 -2.2944436e+00]",0
911_first6sec/call_74_0.wav,"[-426.56503     152.59528     -22.693687    -38.50625       0.53190476
  -16.762707    -23.463629     -1.1335069    -6.484126    -15.524404
   -1.4709969    -3.545305    -17.38882      -6.895529      4.4335184
   -6.3003044    -8.794101      0.7718642    -1.1864938    -1.1745408
    9.562657     10.382285      4.4115586     6.9943027     5.3207383 ]",0
911_first6sec/call_75_0.wav,"[-3.9602405e+02  1.6664717e+02 -8.8212639e+01 -3.1049027e+00
  2.8089018e+01 -4.5931610e+01 -7.4476562e+00  1.0793487e+01
 -2.8146593e+01 -2.6257362e+00  5.7013946e+00 -2.0416399e+01
 -1.2190648e+00  5.5863256e+00 -1.2170827e+01 -1.5643601e-01
  1.1367574e+00 -9.8790884e+00  7.5140202e-01  5.5353366e-02
 -9.4593601e+00 -1.1150116e+00 -4.0085533e-01 -5.2287574e+00
  7.0350814e-01]",1
